RACEID,CONSTRUCTORID,DATE,Q1,Q2,Q3,SPRINT Y/N,MS RACE,STATUS SPRINT,STATUS RACE,DRIVER LAST POSITION,WINS SEASON,WINS CAREER,YEARS OF EXPERIENCE,POINTS BEFORE GP,AGE
989,210,2018-03-25,83671.0,83468.0,83339.0,N,\N,,36,13,0,0,9,28.0,31
990,210,2018-04-08,90530.0,,,N,\N,,11,16,0,0,9,0.0,31
991,210,2018-04-15,93238.0,92524.0,92855.0,N,5801676,,1,17,0,0,9,0.0,31
992,210,2018-04-29,,,,N,\N,,3,17,0,0,9,0.0,32
993,210,2018-05-13,78305.0,77699.0,77835.0,N,\N,,4,19,0,0,9,0.0,32
994,210,2018-05-27,72930.0,72728.0,,N,\N,,11,19,0,0,9,0.0,32
995,210,2018-06-10,,,,N,\N,,11,19,0,0,9,0.0,32
996,210,2018-06-24,92083.0,91472.0,,N,\N,,11,19,0,0,9,0.0,32
997,210,2018-07-01,64242.0,64059.0,63892.0,N,\N,,11,19,0,0,9,0.0,32
998,210,2018-07-08,88086.0,87522.0,87455.0,N,\N,,4,15,0,0,9,12.0,32
999,210,2018-07-22,72986.0,72722.0,72544.0,N,5578716,,1,15,0,0,9,12.0,32
1000,210,2018-07-29,77901.0,93650.0,100593.0,N,\N,,11,13,0,0,9,20.0,32
1001,210,2018-08-26,103597.0,103042.0,122122.0,N,5100429,,1,14,0,0,9,21.0,32
1002,210,2018-09-02,81887.0,81239.0,80936.0,N,4670804,,2,14,0,0,9,27.0,32
1003,210,2018-09-16,98685.0,98367.0,98320.0,N,\N,,11,14,0,0,9,27.0,32
1004,210,2018-09-30,94022.0,93517.0,93704.0,N,\N,,11,14,0,0,9,27.0,32
1005,210,2018-10-07,89724.0,89678.0,89761.0,N,5324260,,1,14,0,0,9,27.0,32
1006,210,2018-10-21,94892.0,94419.0,94250.0,N,\N,,130,13,0,0,9,31.0,32
1007,210,2018-10-28,76911.0,,,N,\N,,13,13,0,0,9,31.0,32
1008,210,2018-11-11,68735.0,68239.0,68517.0,N,5280296,,1,13,0,0,9,31.0,32
1009,210,2018-11-25,97575.0,96732.0,96192.0,N,\N,,11,13,0,0,9,35.0,32
1010,210,2019-03-17,82959.0,81870.0,81826.0,N,\N,,36,14,0,0,10,37.0,32
1011,210,2019-03-31,89688.0,89249.0,89015.0,N,\N,,31,18,0,0,10,0.0,32
1012,210,2019-04-14,93752.0,93156.0,,N,\N,,11,19,0,0,10,0.0,32
1013,210,2019-04-28,103407.0,,,N,\N,,23,17,0,0,10,0.0,33
1014,210,2019-05-12,78042.0,77066.0,76911.0,N,5785084,,1,18,0,0,10,0.0,33
1015,210,2019-05-26,71837.0,72027.0,,N,6269471,,1,17,0,0,10,1.0,33
1016,210,2019-06-09,72109.0,,,N,\N,,11,17,0,0,10,2.0,33
1017,210,2019-06-23,91626.0,,,N,\N,,31,17,0,0,10,2.0,33
1018,210,2019-06-30,64552.0,64490.0,,N,\N,,11,17,0,0,10,2.0,33
1019,210,2019-07-14,86347.0,86757.0,,N,\N,,4,17,0,0,10,2.0,33
1020,210,2019-07-28,73146.0,72769.0,72851.0,N,6288113,,1,17,0,0,10,2.0,33
1021,210,2019-08-04,76978.0,76319.0,76013.0,N,\N,,34,17,0,0,10,8.0,33
1022,210,2019-09-01,105694.0,104797.0,,N,\N,,11,17,0,0,10,8.0,33
1023,210,2019-09-08,80784.0,,,N,\N,,11,17,0,0,10,8.0,33
1024,210,2019-09-22,100277.0,,,N,7149103,,1,17,0,0,10,8.0,33
1025,210,2019-09-29,94283.0,93643.0,93517.0,N,\N,,4,17,0,0,10,8.0,33
1026,210,2019-10-13,89572.0,89144.0,89341.0,N,\N,,11,17,0,0,10,8.0,33
1027,210,2019-10-27,78599.0,,,N,\N,,12,17,0,0,10,8.0,33
1028,210,2019-11-03,94161.0,94158.0,,N,\N,,11,17,0,0,10,8.0,33
1029,210,2019-11-17,69197.0,68705.0,68854.0,N,5608925,,1,17,0,0,10,8.0,33
1030,210,2019-12-01,98051.0,,,N,\N,,11,18,0,0,10,8.0,33
1031,210,2020-07-05,65094.0,64691.0,,N,\N,,23,18,0,0,11,8.0,34
1032,210,2020-07-12,,,,N,\N,,11,16,0,0,11,0.0,34
1033,210,2020-07-19,76407.0,,,N,\N,,11,19,0,0,11,0.0,34
1034,210,2020-08-02,87643.0,,,N,5336333,,1,19,0,0,11,0.0,34
1035,210,2020-08-09,87519.0,87254.0,,N,\N,,11,20,0,0,11,0.0,34
1036,210,2020-08-16,78089.0,,,N,\N,,12,21,0,0,11,0.0,34
1037,210,2020-08-30,103838.0,,,N,5125554,,1,21,0,0,11,0.0,34
1038,210,2020-09-06,81139.0,,,N,6461220,,1,21,0,0,11,0.0,34
1039,210,2020-09-13,77069.0,77254.0,,N,8417096,,1,20,0,0,11,0.0,34
1040,210,2020-09-27,94592.0,,,N,\N,,11,21,0,0,11,0.0,34
1041,210,2020-10-11,87552.0,,,N,5788722,,1,21,0,0,11,0.0,34
1042,210,2020-10-25,78364.0,,,N,\N,,11,18,0,0,11,2.0,34
1043,210,2020-11-01,75918.0,,,N,5345365,,1,18,0,0,11,2.0,34
1044,210,2020-11-15,132909.0,,,N,\N,,130,18,0,0,11,2.0,34
1045,210,2020-11-29,90138.0,,,N,\N,,4,18,0,0,11,2.0,34
948,10,2016-03-20,86550.0,85865.0,,N,6569764,,1,10,0,0,6,58.0,28
949,10,2016-04-03,91987.0,91604.0,91620.0,N,\N,,11,7,0,0,6,6.0,28
950,10,2016-04-17,98165.0,97333.0,,N,\N,,11,9,0,0,6,6.0,28
951,10,2016-05-01,98562.0,97771.0,,N,\N,,4,11,0,0,6,6.0,28
952,10,2016-05-15,84463.0,84203.0,,N,\N,,5,13,0,0,6,6.0,28
953,10,2016-05-29,75333.0,74989.0,74726.0,N,7262132,,1,15,0,0,6,6.0,28
954,10,2016-06-12,74663.0,74166.0,73952.0,N,\N,,11,14,0,0,6,14.0,28
955,10,2016-06-19,104860.0,104824.0,,N,5650074,,1,13,0,0,6,18.0,28
956,10,2016-07-03,67385.0,67257.0,69285.0,N,\N,,23,12,0,0,6,20.0,28
957,10,2016-07-10,92349.0,91770.0,92172.0,N,5773543,,1,13,0,0,6,20.0,28
958,10,2016-07-24,101471.0,83901.0,81823.0,N,\N,,11,11,0,0,6,26.0,28
959,10,2016-07-31,76301.0,75623.0,75510.0,N,5514249,,1,12,0,0,6,27.0,28
960,10,2016-08-28,108080.0,107317.0,107543.0,N,6326965,,1,10,0,0,6,33.0,29
961,10,2016-09-04,83259.0,82951.0,82836.0,N,4726745,,1,9,0,0,6,45.0,29
962,10,2016-09-18,106081.0,104737.0,104479.0,N,\N,,4,9,0,0,6,46.0,29
963,10,2016-10-02,94827.0,94441.0,94489.0,N,5906838,,1,9,0,0,6,46.0,29
964,10,2016-10-09,92448.0,92200.0,92142.0,N,5262510,,1,9,0,0,6,50.0,29
965,10,2016-10-23,96950.0,96626.0,96628.0,N,\N,,4,9,0,0,6,54.0,29
966,10,2016-10-30,80599.0,79769.0,79330.0,N,6090293,,1,9,0,0,6,54.0,29
967,10,2016-11-13,72428.0,72360.0,72104.0,N,10891162,,1,9,0,0,6,60.0,29
968,10,2016-11-27,101000.0,100709.0,100501.0,N,5934127,,1,9,0,0,6,66.0,29
969,4,2017-03-26,84975.0,85091.0,,N,\N,,11,9,0,0,7,72.0,29
970,4,2017-04-09,94453.0,93636.0,93580.0,N,\N,,11,11,0,0,7,0.0,29
971,4,2017-04-16,91057.0,90169.0,89842.0,N,5713562,,1,13,0,0,7,0.0,29
972,4,2017-04-30,95507.0,95328.0,95285.0,N,5384931,,1,13,0,0,7,2.0,29
973,4,2017-05-14,82091.0,81397.0,,N,\N,,11,11,0,0,7,6.0,29
974,4,2017-05-28,73787.0,73628.0,,N,\N,,6,11,0,0,7,14.0,29
975,4,2017-06-11,73804.0,73406.0,73271.0,N,5645528,,1,11,0,0,7,14.0,29
976,4,2017-06-25,103930.0,104267.0,,N,\N,,3,11,0,0,7,18.0,29
977,4,2017-07-09,66174.0,65597.0,,N,\N,,11,11,0,0,7,18.0,29
978,4,2017-07-16,99201.0,89340.0,88856.0,N,4955539,,1,12,0,0,7,18.0,29
979,4,2017-07-30,78137.0,77655.0,77468.0,N,\N,,23,10,0,0,7,26.0,29
980,4,2017-08-27,105280.0,104988.0,104982.0,N,5110907,,1,10,0,0,7,26.0,30
981,4,2017-09-03,99242.0,98059.0,,N,\N,,11,10,0,0,7,34.0,30
982,4,2017-09-17,102586.0,101277.0,101013.0,N,\N,,5,10,0,0,7,34.0,30
983,4,2017-10-01,92586.0,91778.0,91607.0,N,\N,,11,10,0,0,7,34.0,30
984,4,2017-10-08,90252.0,89879.0,,N,\N,,33,10,0,0,7,34.0,30
985,4,2017-10-22,95740.0,,,N,\N,,5,10,0,0,7,34.0,30
986,4,2017-10-29,78322.0,77792.0,77466.0,N,\N,,10,11,0,0,7,34.0,30
987,4,2017-11-12,70078.0,69726.0,69703.0,N,\N,,11,12,0,0,7,34.0,30
988,4,2017-11-26,98781.0,98138.0,98282.0,N,5739775,,1,12,0,0,7,35.0,30
989,4,2018-03-25,83782.0,83544.0,83532.0,N,5405954,,1,10,0,0,8,43.0,30
990,4,2018-04-08,90260.0,89187.0,89570.0,N,5620964,,1,7,0,0,8,6.0,30
991,4,2018-04-15,93545.0,92494.0,92532.0,N,5757432,,1,6,0,0,8,14.0,30
992,4,2018-04-29,103746.0,103232.0,103066.0,N,\N,,3,7,0,0,8,22.0,30
993,4,2018-05-13,78923.0,,,N,\N,,4,7,0,0,8,22.0,30
994,4,2018-05-27,73065.0,72411.0,,N,6199646,,1,8,0,0,8,22.0,30
995,4,2018-06-10,72795.0,71916.0,71973.0,N,\N,,11,8,0,0,8,26.0,30
996,4,2018-06-24,92949.0,92115.0,,N,5503374,,1,8,0,0,8,32.0,30
997,4,2018-07-01,64864.0,64676.0,65019.0,N,\N,,5,7,0,0,8,34.0,30
998,4,2018-07-08,88017.0,87901.0,,N,5278004,,1,9,0,0,8,34.0,30
999,4,2018-07-22,73479.0,72946.0,72560.0,N,5576454,,1,7,0,0,8,42.0,30
1000,4,2018-07-29,77905.0,96506.0,,N,\N,,11,7,0,0,8,52.0,30
1001,4,2018-08-26,104145.0,,,N,\N,,3,7,0,0,8,52.0,31
1002,4,2018-09-02,81801.0,,,N,\N,,11,7,0,0,8,52.0,31
1003,4,2018-09-16,98932.0,98450.0,98588.0,N,\N,,11,7,0,0,8,52.0,31
1004,4,2018-09-30,94655.0,,,N,\N,,11,7,0,0,8,53.0,31
1005,4,2018-10-07,90361.0,,,N,\N,,5,8,0,0,8,53.0,31
1006,4,2018-10-21,94932.0,94564.0,94215.0,N,5745853,,1,9,0,0,8,53.0,31
1007,4,2018-10-28,76498.0,76126.0,75827.0,N,\N,,12,7,0,0,8,61.0,31
1008,4,2018-11-11,69009.0,68834.0,,N,\N,,25,7,0,0,8,69.0,31
1009,4,2018-11-25,97569.0,96630.0,96542.0,N,\N,,4,7,0,0,8,69.0,31
1010,4,2019-03-17,82540.0,82562.0,,N,\N,,11,7,0,0,9,69.0,31
1011,4,2019-03-31,90034.0,,,N,\N,,5,7,0,0,9,6.0,31
1012,4,2019-04-14,93644.0,93968.0,92962.0,N,\N,,131,9,0,0,9,6.0,31
1013,4,2019-04-28,103427.0,,,N,\N,,11,10,0,0,9,6.0,31
1014,4,2019-05-12,78404.0,,,N,5789684,,1,11,0,0,9,6.0,31
1015,4,2019-05-26,72097.0,71670.0,,N,\N,,11,13,0,0,9,6.0,31
1016,4,2019-06-09,71720.0,71553.0,71324.0,N,\N,,11,15,0,0,9,6.0,31
1017,4,2019-06-23,90865.0,90544.0,,N,\N,,11,13,0,0,9,12.0,31
1018,4,2019-06-30,64733.0,64516.0,,N,\N,,11,10,0,0,9,16.0,31
1019,4,2019-07-14,86568.0,86397.0,86386.0,N,4941185,,1,11,0,0,9,16.0,31
1020,4,2019-07-28,73186.0,72766.0,73126.0,N,\N,,3,11,0,0,9,17.0,31
1021,4,2019-08-04,76790.0,76565.0,,N,\N,,11,14,0,0,9,17.0,31
1022,4,2019-09-01,105899.0,104549.0,104542.0,N,5132349,,1,14,0,0,9,17.0,32
1023,4,2019-09-08,80155.0,80275.0,80049.0,N,4584830,,1,14,0,0,9,21.0,32
1024,4,2019-09-22,99001.0,98580.0,98264.0,N,7130385,,1,11,0,0,9,31.0,32
1025,4,2019-09-29,94236.0,93898.0,93289.0,N,5678833,,1,11,0,0,9,33.0,32
1026,4,2019-10-13,89619.0,90112.0,,N,\N,,2,11,0,0,9,34.0,32
1027,4,2019-10-27,77608.0,76885.0,,N,\N,,11,13,0,0,9,34.0,32
1028,4,2019-11-03,94092.0,93815.0,,N,\N,,11,11,0,0,9,35.0,32
1029,4,2019-11-17,69050.0,68921.0,,N,5612737,,1,12,0,0,9,37.0,32
1030,4,2019-12-01,97506.0,96859.0,96710.0,N,\N,,11,13,0,0,9,37.0,32
1034,211,2020-08-02,86327.0,86566.0,,N,\N,,131,14,0,0,10,37.0,32
1035,211,2020-08-09,87279.0,86261.0,86082.0,N,4837944,,1,21,0,0,10,0.0,32
1041,211,2020-10-11,88021.0,,,N,5782237,,1,14,0,0,10,6.0,33
1074,117,2022-03-20,92777.0,,,N,5917413,,1,15,0,0,12,10.0,34
1075,117,2022-03-27,90543.0,,,N,5151035,,1,17,0,0,12,0.0,34
1098,210,2023-03-05,91204.0,90809.0,,N,\N,,11,17,0,0,13,0.0,35
1099,210,2023-03-19,89547.0,89451.0,,N,4945482,,1,15,0,0,13,0.0,35
1100,210,2023-04-02,78029.0,77412.0,77735.0,N,9163310,,1,15,0,0,13,0.0,35
1101,210,2023-04-30,102755.0,,,Y,\N,1.0,11,9,0,0,13,6.0,35
1102,210,2023-05-07,87945.0,87903.0,,N,5333191,,1,10,0,0,13,6.0,35
1104,210,2023-05-28,73279.0,,,N,\N,,12,11,0,0,13,6.0,35
1105,210,2023-06-04,73420.0,73283.0,73229.0,N,\N,,11,12,0,0,13,6.0,35
1106,210,2023-06-18,82730.0,80305.0,87102.0,N,\N,,11,12,0,0,13,6.0,35
1107,210,2023-07-02,65740.0,65362.0,65090.0,Y,\N,1.0,75,13,0,0,13,6.0,35
1108,210,2023-07-09,89603.0,88896.0,,N,5143601,,1,12,0,0,13,9.0,35
1109,210,2023-07-23,78695.0,77652.0,77186.0,N,\N,,11,14,0,0,13,9.0,35
1110,210,2023-07-30,123166.0,,,Y,5060900,1.0,1,14,0,0,13,9.0,35
1111,210,2023-08-27,81891.0,80250.0,,N,8665251,,1,14,0,0,13,9.0,36
1112,210,2023-09-03,82343.0,81776.0,,N,\N,,11,14,0,0,13,9.0,36
1113,210,2023-09-17,92100.0,91994.0,91808.0,N,6483619,,1,14,0,0,13,9.0,36
1114,210,2023-09-24,91299.0,,,N,\N,,11,14,0,0,13,9.0,36
1115,210,2023-10-08,85904.0,85783.0,,Y,\N,31.0,11,14,0,0,13,9.0,36
1116,210,2023-10-22,96235.0,,,Y,5811266,1.0,1,15,0,0,13,9.0,36
1117,210,2023-10-29,78969.0,78524.0,,N,7431123,,1,15,0,0,13,9.0,36
1118,210,2023-11-05,70475.0,70547.0,,Y,\N,1.0,11,15,0,0,13,9.0,36
1119,210,2023-11-19,94265.0,93979.0,,N,\N,,5,16,0,0,13,9.0,36
1120,210,2023-11-26,84425.0,84213.0,84108.0,N,5306320,,1,16,0,0,13,9.0,36
1121,210,2024-03-02,90566.0,89851.0,90502.0,N,\N,,11,16,0,0,14,9.0,36
1122,210,2024-03-09,89055.0,,,N,4920269,,1,16,0,0,14,0.0,36
1123,210,2024-03-24,77976.0,,,N,4931396,,1,11,0,0,14,1.0,36
1124,210,2024-04-07,89821.0,89494.0,,N,\N,,11,13,0,0,14,3.0,36
1125,210,2024-04-21,95068.0,94667.0,94604.0,Y,6113030,1.0,1,13,0,0,14,3.0,36
1126,210,2024-05-05,88383.0,88200.0,88146.0,Y,5490665,1.0,1,13,0,0,14,4.0,36
1127,210,2024-05-19,75841.0,75569.0,75980.0,N,\N,,11,13,0,0,14,6.0,36
1128,210,2024-05-26,71876.0,71440.0,,N,\N,,4,13,0,0,14,6.0,36
1129,210,2024-06-09,73978.0,,,N,6378751,,1,13,0,0,14,6.0,36
1130,210,2024-06-23,72708.0,72310.0,,N,5379442,,1,14,0,0,14,6.0,36
1131,210,2024-06-30,65596.0,65262.0,65385.0,Y,5116886,1.0,1,14,0,0,14,6.0,36
1132,210,2024-07-07,91929.0,86847.0,86338.0,N,5002781,,1,12,0,0,14,14.0,36
1133,210,2024-07-21,77362.0,76317.0,,N,\N,,11,11,0,0,14,22.0,36
1134,210,2024-07-28,116308.0,,,N,4885873,,1,11,0,0,14,22.0,36
1135,210,2024-08-25,71832.0,71215.0,,N,\N,,11,11,0,0,14,22.0,37
1136,210,2024-09-01,80781.0,80411.0,80339.0,N,\N,,11,11,0,0,14,22.0,37
1137,210,2024-09-15,103101.0,103191.0,,N,5671472,,1,11,0,0,14,22.0,37
1138,210,2024-09-22,90724.0,90150.0,90115.0,N,\N,,11,11,0,0,14,22.0,37
1139,210,2024-10-20,93601.0,93544.0,,Y,5772596,1.0,1,10,0,0,14,24.0,37
1140,210,2024-10-27,77186.0,76995.0,77365.0,N,\N,,11,10,0,0,14,29.0,37
1141,210,2024-11-03,91623.0,,,Y,\N,43.0,2,10,0,0,14,31.0,37
1142,210,2024-11-23,93920.0,93114.0,93062.0,N,4985777,,1,10,0,0,14,31.0,37
1143,210,2024-12-01,82442.0,,,Y,\N,1.0,20,10,0,0,14,35.0,37
1144,210,2024-12-08,83722.0,83040.0,82886.0,N,5268845,,1,10,0,0,14,37.0,37
1145,15,2025-03-16,76579.0,,,N,6144727,,1,11,0,0,15,41.0,37
1146,15,2025-03-23,91921.0,91632.0,,Y,\N,1.0,11,7,0,0,15,6.0,37
1147,15,2025-04-06,88570.0,,,N,5008940,,1,11,0,0,15,6.0,37
1148,15,2025-04-13,92067.0,,,N,\N,,2,11,0,0,15,6.0,37
1149,15,2025-04-20,88782.0,,,N,\N,,11,12,0,0,15,6.0,37
1150,15,2025-05-04,87473.0,,,Y,\N,1.0,11,12,0,0,15,6.0,37
1151,15,2025-05-18,76518.0,,,N,5523495,,1,14,0,0,15,6.0,37
1152,15,2025-05-25,71871.0,71596.0,,N,\N,,12,15,0,0,15,6.0,37
1153,15,2025-06-01,73190.0,,,N,5591023,,1,15,0,0,15,6.0,37
1154,15,2025-06-15,72323.0,72183.0,,N,5528052,,1,11,0,0,15,16.0,37
1155,15,2025-06-29,65606.0,,,N,\N,,11,11,0,0,15,20.0,37
1156,15,2025-07-06,86574.0,,,N,5870477,,1,10,0,0,15,22.0,37
1157,15,2025-07-27,101844.0,101707.0,,Y,5196229,1.0,1,9,0,0,15,37.0,37
1158,15,2025-08-03,76081.0,,,N,\N,,11,9,0,0,15,37.0,37
1159,15,2025-08-31,70195.0,,,N,5929574,,1,9,0,0,15,37.0,38
1160,15,2025-09-07,79777.0,79498.0,,N,\N,,6,9,0,0,15,37.0,38
1161,15,2025-09-21,102916.0,,,N,5686645,,1,10,0,0,15,37.0,38
1162,15,2025-10-05,90715.0,90141.0,,N,\N,,11,10,0,0,15,37.0,38
1163,15,2025-10-19,93551.0,93334.0,,Y,5697410,1.0,1,10,0,0,15,37.0,38
1164,15,2025-10-26,77251.0,77016.0,,N,\N,,64,9,0,0,15,41.0,38
1165,15,2025-11-09,70337.0,69985.0,70039.0,Y,5574920,1.0,1,9,0,0,15,41.0,38
1166,15,2025-11-23,114555.0,112781.0,,N,4919563,,1,9,0,0,15,43.0,38
1167,15,2025-11-30,80630.0,80353.0,,Y,\N,1.0,4,10,0,0,15,49.0,38
979,3,2017-07-30,79868.0,,,N,\N,,44,12,0,0,6,48.0,31
948,10,2016-03-20,86607.0,85753.0,,N,6587264,,1,9,0,0,5,78.0,26
949,10,2016-04-03,92911.0,,,N,\N,,11,13,0,0,5,0.0,26
950,10,2016-04-17,98096.0,97149.0,96865.0,N,6028174,,1,17,0,0,5,0.0,26
951,10,2016-05-01,98006.0,97282.0,97212.0,N,\N,,11,15,0,0,5,0.0,26
952,10,2016-05-15,84698.0,84003.0,83782.0,N,6179555,,1,15,0,0,5,2.0,26
953,10,2016-05-29,75328.0,74937.0,74902.0,N,7182958,,1,13,0,0,5,8.0,26
954,10,2016-06-12,74814.0,74317.0,,N,\N,,11,9,0,0,5,23.0,26
955,10,2016-06-19,104462.0,103939.0,103515.0,N,5597607,,1,9,0,0,5,24.0,26
956,10,2016-07-03,67657.0,,,N,\N,,23,8,0,0,5,39.0,26
957,10,2016-07-10,92336.0,91875.0,,N,5772772,,1,8,0,0,5,39.0,26
958,10,2016-07-24,101411.0,85416.0,,N,\N,,11,8,0,0,5,47.0,26
959,10,2016-07-31,76169.0,75500.0,75537.0,N,\N,,11,8,0,0,5,47.0,26
960,10,2016-08-28,108106.0,107485.0,107407.0,N,6331718,,1,8,0,0,5,48.0,26
961,10,2016-09-04,83439.0,82922.0,82814.0,N,4713043,,1,8,0,0,5,58.0,26
962,10,2016-09-18,105204.0,104703.0,104582.0,N,7060012,,1,8,0,0,5,62.0,26
963,10,2016-10-02,95068.0,94538.0,94319.0,N,5896570,,1,8,0,0,5,66.0,26
964,10,2016-10-09,92682.0,92237.0,91961.0,N,5260828,,1,8,0,0,5,74.0,26
965,10,2016-10-23,97345.0,97353.0,,N,\N,,11,8,0,0,5,80.0,26
966,10,2016-10-30,80308.0,80287.0,,N,6108200,,1,7,0,0,5,84.0,26
967,10,2016-11-13,72684.0,72331.0,72165.0,N,10886681,,1,7,0,0,5,85.0,26
968,10,2016-11-27,100864.0,100743.0,100519.0,N,5942789,,1,7,0,0,5,97.0,26
969,10,2017-03-26,85064.0,85081.0,,N,\N,,11,7,0,0,6,101.0,27
970,10,2017-04-09,94657.0,93920.0,93706.0,N,\N,,11,7,0,0,6,6.0,27
971,10,2017-04-16,92318.0,,,N,5695980,,1,9,0,0,6,8.0,27
972,10,2017-04-30,96185.0,95513.0,95337.0,N,5375531,,1,8,0,0,6,14.0,27
973,10,2017-05-14,81998.0,81239.0,81070.0,N,\N,,11,7,0,0,6,22.0,27
974,10,2017-05-28,73530.0,73430.0,73329.0,N,6333429,,1,7,0,0,6,34.0,27
975,10,2017-06-11,73470.0,73262.0,73018.0,N,5625630,,1,7,0,0,6,34.0,27
976,10,2017-06-25,103162.0,102467.0,102111.0,N,\N,,136,7,0,0,6,44.0,27
977,10,2017-07-09,65975.0,65435.0,65605.0,N,\N,,11,7,0,0,6,44.0,27
978,10,2017-07-16,102009.0,89824.0,88902.0,N,\N,,11,6,0,0,6,50.0,27
979,10,2017-07-30,79095.0,78639.0,,N,\N,,11,7,0,0,6,52.0,27
980,10,2017-08-27,105591.0,104894.0,105244.0,N,\N,,6,7,0,0,6,56.0,27
981,10,2017-09-03,98511.0,97582.0,,N,4607588,,1,7,0,0,6,56.0,27
982,10,2017-09-17,103594.0,102246.0,,N,7428903,,1,7,0,0,6,58.0,27
983,10,2017-10-01,92768.0,91484.0,91658.0,N,5479920,,1,7,0,0,6,68.0,27
984,10,2017-10-08,89696.0,89343.0,89260.0,N,5322618,,1,7,0,0,6,76.0,27
985,10,2017-10-22,96358.0,94789.0,95148.0,N,\N,,11,7,0,0,6,82.0,27
986,10,2017-10-29,78020.0,77868.0,77807.0,N,\N,,11,7,0,0,6,86.0,27
987,10,2017-11-12,70145.0,69760.0,69598.0,N,5555762,,1,7,0,0,6,92.0,27
988,10,2017-11-26,98601.0,98359.0,98374.0,N,5746124,,1,7,0,0,6,94.0,27
989,10,2018-03-25,84344.0,84005.0,,N,5420100,,1,7,0,0,7,100.0,28
990,10,2018-04-08,90218.0,90156.0,,N,\N,,11,11,0,0,7,0.0,28
991,10,2018-04-15,93464.0,92931.0,92758.0,N,5781105,,1,15,0,0,7,0.0,28
992,10,2018-04-29,103992.0,103366.0,102547.0,N,6228315,,1,15,0,0,7,0.0,28
993,10,2018-05-13,78740.0,79098.0,,N,\N,,12,9,0,0,7,15.0,28
994,10,2018-05-27,72848.0,72194.0,72154.0,N,6245268,,1,11,0,0,7,17.0,28
995,10,2018-06-10,72702.0,72395.0,72671.0,N,\N,,11,12,0,0,7,17.0,28
996,10,2018-06-24,92692.0,92454.0,,N,\N,,5,12,0,0,7,17.0,28
997,10,2018-07-01,65279.0,,,N,\N,,11,12,0,0,7,17.0,28
998,10,2018-07-08,88210.0,87928.0,,N,5284492,,1,11,0,0,7,23.0,28
999,10,2018-07-22,73427.0,73072.0,72774.0,N,5580401,,1,12,0,0,7,24.0,28
1000,10,2018-07-29,79200.0,,,N,\N,,11,10,0,0,7,30.0,28
1001,10,2018-08-26,104004.0,103014.0,121894.0,N,5085499,,1,10,0,0,7,30.0,28
1002,10,2018-09-02,81888.0,,,N,4673162,,1,10,0,0,7,40.0,28
1003,10,2018-09-16,98814.0,98342.0,97985.0,N,\N,,11,9,0,0,7,46.0,28
1004,10,2018-09-30,94084.0,93923.0,93563.0,N,\N,,11,10,0,0,7,46.0,28
1005,10,2018-10-07,90247.0,89567.0,97229.0,N,5316441,,1,10,0,0,7,47.0,28
1006,10,2018-10-21,95193.0,94525.0,94594.0,N,5759723,,1,7,0,0,7,53.0,28
1007,10,2018-10-28,76242.0,77167.0,,N,\N,,23,8,0,0,7,57.0,28
1008,10,2018-11-11,69217.0,68741.0,,N,\N,,11,8,0,0,7,57.0,28
1009,10,2018-11-25,97255.0,97541.0,,N,6071657,,1,8,0,0,7,58.0,28
1010,211,2019-03-17,82908.0,82532.0,82781.0,N,\N,,11,8,0,0,8,62.0,29
1011,211,2019-03-31,89893.0,89756.0,,N,5724991,,1,13,0,0,8,0.0,29
1012,211,2019-04-14,94026.0,93299.0,,N,\N,,11,14,0,0,8,1.0,29
1013,211,2019-04-28,102249.0,101870.0,101593.0,N,5589358,,1,12,0,0,8,5.0,29
1014,211,2019-05-12,78286.0,77886.0,,N,5797320,,1,6,0,0,8,13.0,29
1015,211,2019-05-26,72233.0,,,N,\N,,11,8,0,0,8,13.0,29
1016,211,2019-06-09,72197.0,,,N,\N,,11,9,0,0,8,13.0,29
1017,211,2019-06-23,90964.0,90738.0,,N,\N,,11,10,0,0,8,13.0,29
1018,211,2019-06-30,64789.0,,,N,\N,,11,13,0,0,8,13.0,29
1019,211,2019-07-14,86649.0,86928.0,,N,\N,,11,13,0,0,8,13.0,29
1020,211,2019-07-28,73194.0,72776.0,73065.0,N,\N,,20,13,0,0,8,13.0,29
1021,211,2019-08-04,77109.0,,,N,\N,,11,16,0,0,8,13.0,29
1022,211,2019-09-01,105732.0,104707.0,104706.0,N,5110158,,1,16,0,0,8,13.0,29
1023,211,2019-09-08,81291.0,,,N,4600467,,1,13,0,0,8,21.0,29
1024,211,2019-09-22,99909.0,98520.0,,N,\N,,5,13,0,0,8,27.0,29
1025,211,2019-09-29,94336.0,93958.0,,N,5667720,,1,14,0,0,8,27.0,29
1026,211,2019-10-13,90344.0,,,N,\N,,11,13,0,0,8,33.0,29
1027,211,2019-10-27,77465.0,76687.0,,N,5882723,,1,9,0,0,8,37.0,29
1028,211,2019-11-03,95808.0,,,N,\N,,11,9,0,0,8,43.0,29
1029,211,2019-11-17,69288.0,69035.0,,N,5606207,,1,10,0,0,8,44.0,29
1030,211,2019-12-01,96961.0,97055.0,,N,\N,,11,10,0,0,8,46.0,29
1031,211,2020-07-05,64543.0,63860.0,63868.0,N,5470831,,1,10,0,0,9,52.0,30
1032,211,2020-07-12,81607.0,,,N,5033070,,1,6,0,0,9,8.0,30
1033,211,2020-07-19,74681.0,75394.0,74545.0,N,\N,,11,5,0,0,9,16.0,30
