RACEID,DRIVERID,CONSTRUCTORID,CIRCUITID,ROUND,YEAR,LAP DISTANCE KM,LAPS RACE,DRIVER LAST POSITION,WINS SEASON,WINS CAREER,POINTS BEFORE GP,YEARS OF EXPERIENCE,AGE,MATE LAST POSITION,CONSTRUCTOR POINTS BEFORE GP,CONSTRUCTOR WINS SEASON,Q1,Q2,Q3,BEST Q,GRID,SPRINT Y/N,MS RACE
1160,864,15,14,16,2025,5.793,53,15,0,0,14.0,0,20,14.0,55.0,0,79688.0,79323.0,79390.0,79323.0,7,0,4462809.0
1160,865,215,14,16,2025,5.793,53,3,0,0,37.0,0,20,12.0,61.0,0,79917.0,300000.0,300000.0,79917.0,19,0,4468216.0
1161,1,6,73,17,2025,6.003,51,6,0,105,117.0,17,40,4.0,280.0,0,101821.0,102183.0,300000.0,101821.0,12,0,5642718.0
1161,4,117,73,17,2025,6.003,51,19,0,32,30.0,17,44,18.0,62.0,0,102211.0,101857.0,300000.0,101857.0,11,0,5685115.0
1161,807,15,73,17,2025,6.003,51,20,0,0,37.0,15,38,8.0,55.0,0,102916.0,300000.0,300000.0,102916.0,17,0,5686645.0
1161,830,9,73,17,2025,6.003,51,1,3,66,230.0,10,27,13.0,239.0,3,101331.0,101255.0,101117.0,101117.0,1,0,5606408.0
1161,832,3,73,17,2025,6.003,51,11,0,4,16.0,10,31,7.0,86.0,0,102635.0,101675.0,101595.0,101595.0,2,0,5625607.0
1161,839,210,73,17,2025,6.003,51,15,0,1,28.0,9,29,12.0,44.0,0,300000.0,300000.0,300000.0,300000.0,20,0,5683988.0
1161,840,117,73,17,2025,6.003,51,18,0,0,32.0,8,26,19.0,62.0,0,102101.0,103061.0,300000.0,102101.0,14,0,5702800.0
1161,842,214,73,17,2025,6.003,51,16,0,1,20.0,8,29,17.0,20.0,0,103139.0,300000.0,300000.0,103139.0,18,0,5716547.0
1161,844,6,73,17,2025,6.003,51,4,0,8,163.0,7,27,6.0,286.0,0,101458.0,101519.0,300000.0,101458.0,10,0,5643182.0
1161,846,1,73,17,2025,6.003,51,2,5,9,293.0,6,25,3.0,617.0,12,101322.0,101396.0,102239.0,101322.0,7,0,5640635.0
1161,847,131,73,17,2025,6.003,51,5,1,4,194.0,6,27,9.0,260.0,1,101646.0,101455.0,102070.0,101455.0,5,0,5621017.0
1161,848,3,73,17,2025,6.003,51,7,0,0,70.0,6,29,11.0,101.0,0,103778.0,300000.0,300000.0,103778.0,19,0,5679278.0
1161,852,9,73,17,2025,6.003,51,13,0,0,12.0,4,25,1.0,272.0,3,102347.0,101788.0,102143.0,101788.0,6,0,5640216.0
1161,857,1,73,17,2025,6.003,51,3,7,9,324.0,2,24,2.0,623.0,12,101839.0,101414.0,300000.0,101414.0,9,0,10000000.0
1161,859,215,73,17,2025,6.003,51,14,0,0,20.0,2,23,10.0,61.0,0,102257.0,101537.0,101707.0,101537.0,3,0,5639698.0
1161,860,210,73,17,2025,6.003,51,12,0,0,16.0,1,20,15.0,44.0,0,102666.0,300000.0,300000.0,102666.0,15,0,5674670.0
1161,861,214,73,17,2025,6.003,51,17,0,0,0.0,1,22,16.0,20.0,0,102779.0,300000.0,300000.0,102779.0,16,0,5716187.0
1161,863,131,73,17,2025,6.003,51,9,0,0,66.0,0,19,5.0,290.0,1,102247.0,101464.0,101717.0,101464.0,4,0,5628168.0
1161,864,15,73,17,2025,6.003,51,8,0,0,18.0,0,20,20.0,55.0,0,102511.0,102277.0,300000.0,102277.0,13,0,5674014.0
1161,865,215,73,17,2025,6.003,51,10,0,0,38.0,0,20,14.0,72.0,0,101656.0,101647.0,102372.0,101647.0,8,0,5645390.0
1162,1,6,15,18,2025,5.063,62,8,0,105,121.0,17,40,9.0,286.0,0,89765.0,89936.0,89688.0,89688.0,6,0,6107618.0
1162,4,117,15,18,2025,5.063,62,15,0,32,30.0,17,44,17.0,62.0,0,90745.0,90054.0,89955.0,89955.0,10,0,6103034.0
1162,807,15,15,18,2025,5.063,62,16,0,0,37.0,15,38,11.0,55.0,0,90715.0,90141.0,300000.0,90141.0,11,0,6119508.0
1162,830,9,15,18,2025,5.063,62,1,4,67,255.0,10,28,6.0,272.0,4,90028.0,89572.0,89340.0,89340.0,2,0,6027797.0
1162,832,3,15,18,2025,5.063,62,3,0,4,31.0,10,31,13.0,101.0,0,300000.0,90235.0,300000.0,90235.0,18,0,6119602.0
1162,839,210,15,18,2025,5.063,62,14,0,1,28.0,9,29,12.0,44.0,0,90989.0,300000.0,300000.0,90989.0,17,0,6120356.0
1162,840,117,15,18,2025,5.063,62,17,0,0,32.0,8,26,15.0,68.0,0,90949.0,300000.0,300000.0,90949.0,15,0,6120316.0
1162,842,214,15,18,2025,5.063,62,18,0,1,20.0,8,29,19.0,20.0,0,91261.0,300000.0,300000.0,91261.0,19,0,6120628.0
1162,844,6,15,18,2025,5.063,62,9,0,8,165.0,7,27,8.0,298.0,0,90370.0,89914.0,89784.0,89784.0,7,0,6068363.0
1162,846,1,15,18,2025,5.063,62,7,5,9,299.0,6,25,20.0,623.0,12,89932.0,89809.0,89586.0,89586.0,5,0,6028433.0
1162,847,131,15,18,2025,5.063,62,2,1,4,212.0,6,27,4.0,290.0,1,89928.0,89562.0,89158.0,89158.0,1,0,6022367.0
1162,848,3,15,18,2025,5.063,62,13,0,0,70.0,6,29,3.0,102.0,0,300000.0,90202.0,300000.0,90202.0,20,0,6119569.0
1162,852,9,15,18,2025,5.063,62,6,0,0,20.0,4,25,1.0,290.0,4,90574.0,90353.0,300000.0,90353.0,13,0,6119720.0
1162,857,1,15,18,2025,5.063,62,20,7,9,324.0,2,24,7.0,650.0,12,90313.0,89813.0,89524.0,89524.0,3,0,6030513.0
1162,859,215,15,18,2025,5.063,62,5,0,0,30.0,2,23,10.0,72.0,0,90681.0,90320.0,300000.0,90320.0,12,0,6119687.0
1162,860,210,15,18,2025,5.063,62,12,0,0,16.0,1,20,14.0,46.0,0,90420.0,90076.0,89868.0,89868.0,9,0,6115894.0
1162,861,214,15,18,2025,5.063,62,19,0,0,0.0,1,22,18.0,20.0,0,90982.0,300000.0,300000.0,90982.0,16,0,6120349.0
1162,863,131,15,18,2025,5.063,62,4,0,0,78.0,0,19,2.0,325.0,1,90036.0,89649.0,89537.0,89537.0,4,0,6056048.0
1162,864,15,15,18,2025,5.063,62,11,0,0,18.0,0,20,16.0,55.0,0,90820.0,300000.0,300000.0,90820.0,14,0,6120187.0
1162,865,215,15,18,2025,5.063,62,10,0,0,39.0,0,21,5.0,72.0,0,90214.0,90016.0,89846.0,89846.0,8,0,6119213.0
1163,1,6,69,19,2025,5.513,56,8,0,105,125.0,17,40,6.0,298.0,0,93685.0,92914.0,92912.0,92912.0,5,1,5668697.0
1163,4,117,69,19,2025,5.513,56,7,0,32,36.0,17,44,13.0,68.0,0,93741.0,93237.0,93160.0,93160.0,10,1,5710162.0
1163,807,15,69,19,2025,5.513,56,20,0,0,37.0,15,38,17.0,55.0,0,93551.0,93334.0,300000.0,93334.0,11,1,5697410.0
1163,830,9,69,19,2025,5.513,56,2,4,67,273.0,10,28,12.0,290.0,4,93207.0,92701.0,92510.0,92510.0,1,1,5640161.0
1163,832,3,69,19,2025,5.513,56,10,0,4,32.0,10,31,14.0,102.0,0,93739.0,93124.0,93150.0,93124.0,9,1,10000000.0
1163,839,210,69,19,2025,5.513,56,18,0,1,28.0,9,29,9.0,46.0,0,94136.0,300000.0,300000.0,94136.0,17,1,5723204.0
1163,840,117,69,19,2025,5.513,56,13,0,0,32.0,8,26,7.0,69.0,0,94540.0,300000.0,300000.0,94540.0,19,1,5714939.0
1163,842,214,69,19,2025,5.513,56,19,0,1,20.0,8,29,16.0,20.0,0,93599.0,93651.0,300000.0,93599.0,14,1,5740760.0
1163,844,6,69,19,2025,5.513,56,6,0,8,173.0,7,28,8.0,334.0,0,93525.0,92869.0,92807.0,92807.0,3,1,5655534.0
1163,846,1,69,19,2025,5.513,56,3,5,9,314.0,6,25,4.0,650.0,12,93843.0,92876.0,92801.0,92801.0,2,1,5648120.0
1163,847,131,69,19,2025,5.513,56,1,2,5,237.0,6,27,5.0,325.0,2,93311.0,93058.0,92826.0,92826.0,4,1,5673617.0
1163,848,3,69,19,2025,5.513,56,14,0,0,70.0,6,29,10.0,111.0,0,94690.0,300000.0,300000.0,94690.0,18,1,5720161.0
1163,852,9,69,19,2025,5.513,56,12,0,0,20.0,4,25,2.0,331.0,4,93935.0,93466.0,300000.0,93466.0,13,1,5692875.0
1163,857,1,69,19,2025,5.513,56,4,7,9,336.0,2,24,3.0,678.0,12,93746.0,93228.0,93084.0,93084.0,6,1,5669839.0
1163,859,215,69,19,2025,5.513,56,15,0,0,30.0,2,23,11.0,72.0,0,93549.0,93360.0,300000.0,93360.0,12,1,5713370.0
1163,860,210,69,19,2025,5.513,56,9,0,0,18.0,1,20,18.0,48.0,0,93921.0,93238.0,93139.0,93139.0,8,1,5704883.0
1163,861,214,69,19,2025,5.513,56,16,0,0,0.0,1,22,19.0,20.0,0,94039.0,94044.0,300000.0,94039.0,15,1,5741200.0
1163,863,131,69,19,2025,5.513,56,5,0,0,88.0,0,19,1.0,341.0,2,93501.0,93044.0,93114.0,93044.0,7,1,5715907.0
1163,864,15,69,19,2025,5.513,56,17,0,0,18.0,0,21,20.0,59.0,0,94125.0,300000.0,300000.0,94125.0,16,1,5741286.0
1163,865,215,69,19,2025,5.513,56,11,0,0,39.0,0,21,15.0,72.0,0,300000.0,300000.0,300000.0,300000.0,20,1,5732968.0
1164,1,6,32,20,2025,4.304,71,4,0,105,142.0,17,40,3.0,334.0,0,76736.0,76458.0,75938.0,75938.0,3,0,5935020.0
1164,4,117,32,20,2025,4.304,71,10,0,32,37.0,17,44,12.0,69.0,0,77232.0,77103.0,300000.0,77103.0,14,0,10000000.0
1164,807,15,32,20,2025,4.304,71,8,0,0,41.0,15,38,18.0,59.0,0,77251.0,77016.0,300000.0,77016.0,13,0,10000000.0
1164,830,9,32,20,2025,4.304,71,1,5,68,306.0,10,28,7.0,331.0,5,77076.0,76605.0,76070.0,76070.0,5,0,5909623.0
1164,832,3,32,20,2025,4.304,71,20,0,4,38.0,10,31,14.0,111.0,0,77171.0,76607.0,76172.0,76172.0,12,0,10000000.0
1164,839,210,32,20,2025,4.304,71,15,0,1,28.0,9,29,9.0,48.0,0,76948.0,76837.0,300000.0,76837.0,11,0,5954038.0
1164,840,117,32,20,2025,4.304,71,12,0,0,32.0,8,26,10.0,69.0,0,77606.0,300000.0,300000.0,77606.0,19,0,5963180.0
1164,842,214,32,20,2025,4.304,71,19,0,1,20.0,8,29,17.0,20.0,0,77546.0,300000.0,300000.0,77546.0,18,0,5963120.0
1164,844,6,32,20,2025,4.304,71,3,0,8,192.0,7,28,4.0,356.0,0,77024.0,76658.0,75848.0,75848.0,2,0,5908898.0
1164,846,1,32,20,2025,4.304,71,2,5,9,332.0,6,25,5.0,678.0,12,76899.0,76252.0,75586.0,75586.0,1,0,5878574.0
1164,847,131,32,20,2025,4.304,71,6,2,5,252.0,6,27,13.0,341.0,2,76895.0,76537.0,76034.0,76034.0,4,0,5928861.0
1164,848,3,32,20,2025,4.304,71,14,0,0,73.0,6,29,20.0,111.0,0,77490.0,300000.0,300000.0,77490.0,17,0,5963064.0
1164,852,9,32,20,2025,4.304,71,7,0,0,28.0,4,25,1.0,346.0,5,77234.0,76816.0,300000.0,76816.0,10,0,5957622.0
1164,857,1,32,20,2025,4.304,71,5,7,9,346.0,2,24,2.0,713.0,12,77158.0,76737.0,76174.0,76174.0,7,0,5920639.0
1164,859,215,32,20,2025,4.304,71,11,0,0,30.0,2,23,16.0,72.0,0,76961.0,78072.0,300000.0,76961.0,15,0,10000000.0
1164,860,210,32,20,2025,4.304,71,9,0,0,20.0,1,20,15.0,62.0,0,77040.0,76787.0,76460.0,76460.0,9,0,5919529.0
1164,861,214,32,20,2025,4.304,71,17,0,0,0.0,1,22,19.0,20.0,0,77670.0,300000.0,300000.0,77670.0,20,0,5963244.0
1164,863,131,32,20,2025,4.304,71,13,0,0,89.0,0,19,6.0,355.0,2,77291.0,76773.0,76118.0,76118.0,6,0,5926411.0
1164,864,15,32,20,2025,4.304,71,18,0,0,18.0,0,21,8.0,60.0,0,77412.0,300000.0,300000.0,77412.0,16,0,5955437.0
1164,865,215,32,20,2025,4.304,71,16,0,0,39.0,0,21,11.0,72.0,0,76733.0,76804.0,76252.0,76252.0,8,0,5961826.0
1165,1,6,18,21,2025,4.309,71,8,0,105,146.0,17,40,2.0,356.0,0,70016.0,70100.0,300000.0,70016.0,13,1,10000000.0
1165,4,117,18,21,2025,4.309,71,18,0,32,37.0,17,44,14.0,69.0,0,70181.0,70001.0,300000.0,70001.0,11,1,5577362.0
1165,807,15,18,21,2025,4.309,71,19,0,0,41.0,15,38,10.0,60.0,0,70337.0,69985.0,70039.0,69985.0,10,1,5574920.0
1165,830,9,18,21,2025,4.309,71,3,5,68,321.0,10,28,11.0,346.0,5,70403.0,300000.0,300000.0,70403.0,19,1,5532346.0
1165,832,3,18,21,2025,4.309,71,17,0,4,38.0,10,31,12.0,111.0,0,70184.0,70472.0,300000.0,70184.0,15,1,5577016.0
1165,839,210,18,21,2025,4.309,71,9,0,1,30.0,9,29,4.0,62.0,0,70438.0,300000.0,300000.0,70438.0,20,1,5576292.0
1165,840,117,18,21,2025,4.309,71,14,0,0,32.0,8,27,18.0,72.0,0,70041.0,70161.0,300000.0,70041.0,14,1,5579843.0
1165,842,214,18,21,2025,4.309,71,15,0,1,20.0,8,29,16.0,20.0,0,69885.0,69857.0,70002.0,69857.0,9,1,5575510.0
1165,844,6,18,21,2025,4.309,71,2,0,8,210.0,7,28,8.0,362.0,0,69934.0,69801.0,69805.0,69801.0,3,1,10000000.0
1165,846,1,18,21,2025,4.309,71,1,6,10,357.0,6,25,5.0,713.0,13,69656.0,69616.0,69511.0,69511.0,1,1,5521596.0
1165,847,131,18,21,2025,4.309,71,7,2,5,258.0,6,27,6.0,355.0,2,69935.0,69880.0,69942.0,69880.0,6,1,5536863.0
1165,848,3,18,21,2025,4.309,71,12,0,0,73.0,6,29,17.0,111.0,0,70115.0,70053.0,300000.0,70053.0,12,1,5575780.0
1165,852,9,18,21,2025,4.309,71,11,0,0,28.0,4,25,3.0,366.0,5,70711.0,300000.0,300000.0,70711.0,17,1,5590772.0
1165,857,1,18,21,2025,4.309,71,5,7,9,356.0,2,24,1.0,756.0,13,69928.0,69835.0,69886.0,69835.0,4,1,5537345.0
1165,859,215,18,21,2025,4.309,71,20,0,0,30.0,2,23,13.0,72.0,0,70108.0,69950.0,69962.0,69950.0,7,1,5574238.0
1165,860,210,18,21,2025,4.309,71,4,0,0,32.0,1,20,9.0,70.0,0,69891.0,69755.0,69977.0,69755.0,8,1,5551226.0
1165,861,214,18,21,2025,4.309,71,16,0,0,0.0,1,22,15.0,22.0,0,70632.0,300000.0,300000.0,70632.0,16,1,5579373.0
1165,863,131,18,21,2025,4.309,71,6,0,0,97.0,0,19,7.0,398.0,2,70192.0,69774.0,69685.0,69685.0,2,1,5531984.0
1165,864,15,18,21,2025,4.309,71,10,0,0,19.0,0,21,19.0,62.0,0,300000.0,300000.0,300000.0,300000.0,18,1,10000000.0
1165,865,215,18,21,2025,4.309,71,13,0,0,39.0,0,21,20.0,82.0,0,70083.0,69970.0,69931.0,69931.0,5,1,5574469.0
1166,1,6,80,22,2025,6.201,50,18,0,105,148.0,17,40,19.0,362.0,0,117115.0,300000.0,300000.0,117115.0,19,0,4927798.0
1166,4,117,80,22,2025,6.201,50,14,0,32,40.0,17,44,16.0,72.0,0,113739.0,111865.0,109466.0,109466.0,7,0,4953737.0
1166,807,15,80,22,2025,6.201,50,9,0,0,43.0,15,38,20.0,62.0,0,114555.0,112781.0,300000.0,112781.0,11,0,4919563.0
1166,830,9,80,22,2025,6.201,50,3,5,68,341.0,10,28,17.0,366.0,5,113458.0,111593.0,108257.0,108257.0,2,0,4868429.0
1166,832,3,80,22,2025,6.201,50,13,0,4,38.0,10,31,11.0,111.0,0,114873.0,111144.0,108296.0,108296.0,3,0,4903353.0
1166,839,210,80,22,2025,6.201,50,12,0,1,30.0,9,29,6.0,70.0,0,114635.0,112987.0,300000.0,112987.0,13,0,4929064.0
1166,840,117,80,22,2025,6.201,50,16,0,0,32.0,8,27,14.0,72.0,0,114416.0,112850.0,300000.0,112850.0,12,0,10000000.0
1166,842,214,80,22,2025,6.201,50,10,0,1,22.0,8,29,15.0,22.0,0,114432.0,111760.0,111540.0,111540.0,10,0,4960131.0
1166,844,6,80,22,2025,6.201,50,19,0,8,214.0,7,28,18.0,378.0,0,114814.0,111952.0,109872.0,109872.0,9,0,4899107.0
1166,846,1,80,22,2025,6.201,50,1,7,11,390.0,6,26,5.0,756.0,14,115473.0,111379.0,107934.0,107934.0,1,0,10000000.0
1166,847,131,80,22,2025,6.201,50,4,2,5,276.0,6,27,2.0,398.0,2,113144.0,110935.0,108803.0,108803.0,4,0,4891975.0
1166,848,3,80,22,2025,6.201,50,11,0,0,73.0,6,29,13.0,121.0,0,116220.0,300000.0,300000.0,116220.0,16,0,10000000.0
1166,852,9,80,22,2025,6.201,50,17,0,0,28.0,4,25,3.0,391.0,5,116798.0,300000.0,300000.0,116798.0,20,0,4955403.0
1166,857,1,80,22,2025,6.201,50,5,7,9,366.0,2,24,1.0,756.0,14,114544.0,112126.0,108961.0,108961.0,5,0,10000000.0
1166,859,215,80,22,2025,6.201,50,7,0,0,36.0,2,23,8.0,82.0,0,114828.0,111621.0,109062.0,109062.0,6,0,4984491.0
1166,860,210,80,22,2025,6.201,50,6,0,0,40.0,1,20,12.0,73.0,0,116016.0,113094.0,300000.0,113094.0,14,0,4938978.0
1166,861,214,80,22,2025,6.201,50,15,0,0,0.0,1,22,10.0,22.0,0,114847.0,113683.0,300000.0,113683.0,15,0,4989112.0
1166,863,131,80,22,2025,6.201,50,2,0,0,122.0,0,19,4.0,431.0,2,116314.0,300000.0,300000.0,116314.0,17,0,4898917.0
1166,864,15,80,22,2025,6.201,50,20,0,0,19.0,0,21,9.0,68.0,0,116674.0,300000.0,300000.0,116674.0,18,0,10000000.0
1166,865,215,80,22,2025,6.201,50,8,0,0,43.0,0,21,7.0,90.0,0,115613.0,111120.0,109554.0,109554.0,8,0,4913686.0
1167,1,6,78,23,2025,5.38,57,8,0,105,152.0,17,40,4.0,378.0,0,80907.0,300000.0,300000.0,80907.0,\N,1,5155971.0
1167,4,117,78,23,2025,5.38,57,11,0,32,40.0,17,44,18.0,72.0,0,80598.0,80219.0,80418.0,80219.0,\N,1,5132286.0
1167,807,15,78,23,2025,5.38,57,7,0,0,49.0,15,38,17.0,68.0,0,80630.0,80353.0,300000.0,80353.0,\N,1,10000000.0
1167,830,9,78,23,2025,5.38,57,1,6,69,366.0,10,28,12.0,391.0,6,80472.0,79985.0,79651.0,79651.0,\N,1,5078241.0
1167,832,3,78,23,2025,5.38,57,5,0,4,48.0,10,31,16.0,121.0,0,80520.0,80251.0,80287.0,80251.0,\N,1,5100906.0
1167,839,210,78,23,2025,5.38,57,9,0,1,32.0,9,29,10.0,73.0,0,80864.0,300000.0,300000.0,80864.0,\N,1,5166105.0
1167,840,117,78,23,2025,5.38,57,18,0,0,32.0,8,27,11.0,80.0,0,81058.0,300000.0,300000.0,81058.0,\N,1,10000000.0
1167,842,214,78,23,2025,5.38,57,13,0,1,22.0,8,29,15.0,22.0,0,80681.0,80324.0,80477.0,80324.0,\N,1,5165565.0
1167,844,6,78,23,2025,5.38,57,4,0,8,226.0,7,28,8.0,382.0,0,80564.0,80343.0,80561.0,80343.0,\N,1,5135026.0
1167,846,1,78,23,2025,5.38,57,19,7,11,390.0,6,26,20.0,756.0,14,80157.0,79861.0,79495.0,79495.0,\N,1,5101556.0
1167,847,131,78,23,2025,5.38,57,2,2,5,294.0,6,27,3.0,431.0,2,80074.0,80186.0,79662.0,79662.0,\N,1,5126840.0
1167,848,3,78,23,2025,5.38,57,16,0,0,73.0,6,29,5.0,137.0,0,80629.0,80629.0,300000.0,80629.0,\N,1,5145172.0
1167,852,9,78,23,2025,5.38,57,12,0,0,28.0,4,25,1.0,426.0,6,80761.0,300000.0,300000.0,80761.0,\N,1,5140011.0
1167,857,1,78,23,2025,5.38,57,20,7,9,366.0,2,24,19.0,800.0,14,80234.0,79650.0,79387.0,79387.0,\N,1,5086236.0
1167,859,215,78,23,2025,5.38,57,14,0,0,36.0,2,23,6.0,90.0,0,80539.0,80433.0,300000.0,80433.0,\N,1,5138314.0
1167,860,210,78,23,2025,5.38,57,10,0,0,41.0,1,20,9.0,73.0,0,80548.0,80438.0,300000.0,80438.0,\N,1,10000000.0
1167,861,214,78,23,2025,5.38,57,15,0,0,0.0,1,22,13.0,22.0,0,81137.0,300000.0,300000.0,81137.0,\N,1,5166378.0
1167,863,131,78,23,2025,5.38,57,3,0,0,137.0,0,19,2.0,459.0,2,80576.0,80084.0,79846.0,79846.0,\N,1,5106558.0
1167,864,15,78,23,2025,5.38,57,17,0,0,19.0,0,21,7.0,68.0,0,80653.0,80534.0,300000.0,80534.0,\N,1,5163053.0
1167,865,215,78,23,2025,5.38,57,6,0,0,51.0,0,21,14.0,92.0,0,80603.0,80350.0,80114.0,80114.0,\N,1,10000000.0
