RACEID,DRIVERID,CONSTRUCTORID,CIRCUITID,ROUND,YEAR,LAP DISTANCE KM,LAPS RACE,DRIVER LAST POSITION,WINS SEASON,WINS CAREER,POINTS BEFORE GP,YEARS OF EXPERIENCE,AGE,MATE LAST POSITION,CONSTRUCTOR POINTS BEFORE GP,CONSTRUCTOR WINS SEASON,Q1,Q2,Q3,BEST Q,GRID,SPRINT Y/N,MS RACE
1145,1,6,1,1,2025,5.278,57,4,0,105,223.0,17,40,5.0,652.0,0,76213.0,75919.0,75973.0,75919.0,8,0,6148777.0
1145,4,117,1,1,2025,5.278,57,9,0,32,70.0,17,43,14.0,94.0,0,76288.0,76453.0,300000.0,76288.0,12,0,10000000.0
1145,807,15,1,1,2025,5.278,57,8,0,0,41.0,15,37,16.0,4.0,0,76579.0,300000.0,300000.0,76579.0,17,0,6144727.0
1145,830,9,1,1,2025,5.278,57,6,0,63,437.0,10,27,,589.0,0,76018.0,75565.0,75481.0,75481.0,3,0,6127199.0
1145,832,3,1,1,2025,5.278,57,2,0,4,290.0,10,30,3.0,17.0,0,76360.0,75931.0,76062.0,75931.0,10,0,10000000.0
1145,839,210,1,1,2025,5.278,57,0,0,1,23.0,9,28,5.0,58.0,0,77147.0,300000.0,300000.0,77147.0,19,0,6159465.0
1145,840,117,1,1,2025,5.278,57,14,0,0,24.0,8,26,9.0,8.0,0,76369.0,76483.0,300000.0,76369.0,13,0,6143717.0
1145,842,214,1,1,2025,5.278,57,7,0,1,42.0,8,29,15.0,65.0,0,76328.0,76112.0,75980.0,75980.0,9,0,6152806.0
1145,844,6,1,1,2025,5.278,57,3,0,8,356.0,7,27,2.0,5.0,0,76029.0,75827.0,75755.0,75755.0,7,0,6146130.0
1145,846,1,1,1,2025,5.278,57,1,0,4,374.0,6,25,10.0,666.0,0,75912.0,75415.0,75096.0,75096.0,1,0,6126304.0
1145,847,131,1,1,2025,5.278,57,5,0,3,245.0,6,27,4.0,468.0,0,75971.0,75798.0,75546.0,75546.0,4,0,6134785.0
1145,848,3,1,1,2025,5.278,57,11,0,0,12.0,6,28,,10.0,0,76245.0,76017.0,75737.0,75737.0,6,0,6139077.0
1145,852,215,1,1,2025,5.278,57,12,0,0,30.0,4,24,17.0,46.0,0,76225.0,76009.0,75670.0,75670.0,5,0,6156188.0
1145,857,1,1,1,2025,5.278,57,10,0,2,292.0,2,23,1.0,27.0,0,76062.0,75468.0,75180.0,75180.0,2,0,6146752.0
1145,859,9,1,1,2025,5.278,57,17,0,0,4.0,2,23,12.0,18.0,0,77094.0,300000.0,300000.0,77094.0,18,0,10000000.0
1145,860,210,1,1,2025,5.278,57,12,0,0,7.0,1,19,,0.0,0,300000.0,300000.0,300000.0,300000.0,20,0,6166655.0
1145,862,214,1,1,2025,5.278,57,15,0,0,0.0,1,22,7.0,0.0,0,76315.0,76863.0,300000.0,76315.0,14,0,10000000.0
1145,863,131,1,1,2025,5.278,57,0,0,0,0.0,0,18,,27.0,0,76525.0,300000.0,300000.0,76525.0,16,0,6136439.0
1145,864,15,1,1,2025,5.278,57,0,0,0,0.0,0,20,,6.0,0,76516.0,77520.0,300000.0,76516.0,15,0,10000000.0
1145,865,215,1,1,2025,5.278,57,0,0,0,0.0,0,20,,0.0,0,76354.0,76175.0,300000.0,76175.0,11,0,10000000.0
1146,1,6,17,2,2025,5.451,56,10,0,105,1.0,17,40,8.0,5.0,0,91690.0,91501.0,90927.0,90927.0,5,1,10000000.0
1146,4,117,17,2,2025,5.451,56,17,0,32,0.0,17,43,6.0,8.0,0,91719.0,91688.0,300000.0,91688.0,13,1,10000000.0
1146,807,15,17,2,2025,5.451,56,7,0,0,6.0,15,37,16.0,6.0,0,91921.0,91632.0,300000.0,91632.0,12,1,5553658.0
1146,830,9,17,2,2025,5.451,56,2,0,63,18.0,10,27,15.0,18.0,0,91424.0,91142.0,90817.0,90817.0,4,1,5471682.0
1146,832,3,17,2,2025,5.451,56,18,0,4,0.0,10,30,5.0,10.0,0,91628.0,91840.0,300000.0,91628.0,15,1,5531413.0
1146,839,210,17,2,2025,5.451,56,13,0,1,0.0,9,28,14.0,0.0,0,91876.0,91625.0,300000.0,91625.0,11,1,5504995.0
1146,840,117,17,2,2025,5.451,56,6,0,0,8.0,8,26,17.0,10.0,0,91923.0,91773.0,300000.0,91773.0,14,1,5525230.0
1146,842,214,17,2,2025,5.451,56,11,0,1,0.0,8,29,19.0,0.0,0,91992.0,300000.0,300000.0,91992.0,16,1,10000000.0
1146,844,6,17,2,2025,5.451,56,8,0,8,4.0,7,27,10.0,17.0,0,91579.0,91450.0,91021.0,91021.0,6,1,10000000.0
1146,846,1,17,2,2025,5.451,56,1,1,5,25.0,6,25,9.0,27.0,1,90983.0,90787.0,90793.0,90787.0,3,1,5464774.0
1146,847,131,17,2,2025,5.451,56,3,0,3,15.0,6,27,4.0,27.0,0,91295.0,91307.0,90723.0,90723.0,2,1,5466123.0
1146,848,3,17,2,2025,5.451,56,5,0,0,10.0,6,28,18.0,17.0,0,91503.0,91595.0,91706.0,91503.0,10,1,5511347.0
1146,852,215,17,2,2025,5.451,56,12,0,0,0.0,4,24,20.0,0.0,0,91238.0,91260.0,91638.0,91238.0,9,1,5553264.0
1146,857,1,17,2,2025,5.451,56,9,0,2,2.0,2,23,1.0,78.0,1,91591.0,91200.0,90641.0,90641.0,1,1,5455026.0
1146,859,9,17,2,2025,5.451,56,15,0,0,0.0,2,23,2.0,36.0,0,92174.0,300000.0,300000.0,92174.0,20,1,5536173.0
1146,860,210,17,2,2025,5.451,56,14,0,0,0.0,1,19,13.0,14.0,0,92018.0,300000.0,300000.0,92018.0,17,1,5516329.0
1146,862,214,17,2,2025,5.451,56,19,0,0,0.0,1,22,11.0,0.0,0,92092.0,300000.0,300000.0,92092.0,18,1,5543427.0
1146,863,131,17,2,2025,5.451,56,4,0,0,12.0,0,18,3.0,57.0,0,91676.0,91590.0,91103.0,91103.0,8,1,5508774.0
1146,864,15,17,2,2025,5.451,56,16,0,0,0.0,0,20,7.0,6.0,0,92141.0,300000.0,300000.0,92141.0,19,1,5554167.0
1146,865,215,17,2,2025,5.451,56,20,0,0,0.0,0,20,12.0,3.0,0,91162.0,91253.0,91079.0,91079.0,7,1,5533901.0
1147,1,6,22,3,2025,5.807,53,19,0,105,9.0,17,40,18.0,17.0,0,87942.0,87610.0,87610.0,87610.0,8,0,4956165.0
1147,4,117,22,3,2025,5.807,53,17,0,32,0.0,17,43,9.0,10.0,0,88337.0,87897.0,300000.0,87897.0,12,0,4984316.0
1147,807,15,22,3,2025,5.807,53,15,0,0,6.0,15,37,14.0,6.0,0,88570.0,300000.0,300000.0,88570.0,16,0,5008940.0
1147,830,9,22,3,2025,5.807,53,4,0,63,36.0,10,27,12.0,36.0,0,87943.0,87502.0,86983.0,86983.0,1,0,4926983.0
1147,832,3,22,3,2025,5.807,53,10,0,4,1.0,10,30,7.0,17.0,0,88209.0,87836.0,300000.0,87836.0,15,0,5001112.0
1147,839,210,22,3,2025,5.807,53,5,0,1,10.0,9,28,8.0,14.0,0,88696.0,300000.0,300000.0,88696.0,18,0,5010421.0
1147,840,117,22,3,2025,5.807,53,9,0,0,10.0,8,26,17.0,10.0,0,89271.0,300000.0,300000.0,89271.0,20,0,5023254.0
1147,842,214,22,3,2025,5.807,53,20,0,1,0.0,8,29,13.0,0.0,0,88186.0,87822.0,300000.0,87822.0,11,0,4989105.0
1147,844,6,22,3,2025,5.807,53,18,0,8,8.0,7,27,19.0,35.0,0,87920.0,87555.0,87299.0,87299.0,4,0,4943080.0
1147,846,1,22,3,2025,5.807,53,2,1,5,44.0,6,25,1.0,78.0,2,87845.0,87146.0,86995.0,86995.0,2,0,4928406.0
1147,847,131,22,3,2025,5.807,53,3,0,3,35.0,6,27,6.0,57.0,0,87843.0,87400.0,87318.0,87318.0,5,0,4944345.0
1147,848,3,22,3,2025,5.807,53,7,0,0,16.0,6,29,10.0,19.0,0,88218.0,87783.0,87615.0,87615.0,9,0,4967350.0
1147,852,9,22,3,2025,5.807,53,16,0,0,3.0,4,24,11.0,61.0,0,87967.0,88000.0,300000.0,87967.0,14,0,4985384.0
1147,857,1,22,3,2025,5.807,53,1,1,3,34.0,2,24,2.0,111.0,2,87687.0,87507.0,87027.0,87027.0,3,0,4929112.0
1147,859,215,22,3,2025,5.807,53,12,0,0,0.0,2,23,4.0,3.0,0,88554.0,87906.0,300000.0,87906.0,13,0,5009717.0
1147,860,210,22,3,2025,5.807,53,8,0,0,4.0,1,19,5.0,15.0,0,88228.0,87711.0,87867.0,87711.0,10,0,4981512.0
1147,862,214,22,3,2025,5.807,53,13,0,0,0.0,1,22,20.0,0.0,0,88877.0,300000.0,300000.0,88877.0,19,0,5008297.0
1147,863,131,22,3,2025,5.807,53,6,0,0,22.0,0,18,3.0,75.0,0,87968.0,87639.0,87555.0,87555.0,6,0,4945654.0
1147,864,15,22,3,2025,5.807,53,14,0,0,0.0,0,20,15.0,6.0,0,88622.0,300000.0,300000.0,88622.0,17,0,5010880.0
1147,865,215,22,3,2025,5.807,53,11,0,0,0.0,0,20,16.0,7.0,0,88278.0,87775.0,87569.0,87569.0,7,0,4964117.0
1148,1,6,3,4,2025,5.412,57,7,0,105,15.0,17,40,4.0,35.0,0,91219.0,91009.0,90772.0,90772.0,9,0,5767428.0
1148,4,117,3,4,2025,5.412,57,11,0,32,0.0,17,43,20.0,10.0,0,91634.0,91886.0,300000.0,91634.0,13,0,5799775.0
1148,807,15,3,4,2025,5.412,57,16,0,0,6.0,15,37,19.0,6.0,0,92067.0,300000.0,300000.0,92067.0,16,0,10000000.0
1148,830,9,3,4,2025,5.412,57,1,1,64,61.0,10,27,12.0,61.0,1,91303.0,91019.0,90423.0,90423.0,7,0,5773830.0
1148,832,3,3,4,2025,5.412,57,14,0,4,1.0,10,30,9.0,19.0,0,91591.0,90844.0,90680.0,90680.0,8,0,10000000.0
1148,839,210,3,4,2025,5.412,57,18,0,1,10.0,9,28,10.0,15.0,0,91594.0,300000.0,300000.0,91594.0,14,0,5783679.0
1148,840,117,3,4,2025,5.412,57,20,0,0,10.0,8,26,11.0,10.0,0,92283.0,300000.0,300000.0,92283.0,19,0,5804924.0
1148,842,214,3,4,2025,5.412,57,13,0,1,0.0,8,29,15.0,0.0,0,91462.0,90643.0,90216.0,90216.0,4,0,5775437.0
1148,844,6,3,4,2025,5.412,57,4,0,8,20.0,7,27,7.0,57.0,0,91454.0,90724.0,90175.0,90175.0,2,0,5759114.0
1148,846,1,3,4,2025,5.412,57,2,1,5,62.0,6,25,3.0,111.0,2,91107.0,90560.0,90267.0,90267.0,6,0,5755708.0
1148,847,131,3,4,2025,5.412,57,5,0,3,45.0,6,27,6.0,75.0,0,91494.0,90664.0,90009.0,90009.0,3,0,5754934.0
1148,848,3,3,4,2025,5.412,57,9,0,0,18.0,6,29,14.0,19.0,0,92040.0,300000.0,300000.0,92040.0,15,0,5788274.0
1148,852,9,3,4,2025,5.412,57,12,0,0,3.0,4,24,1.0,71.0,1,91751.0,91228.0,91303.0,91228.0,10,0,5784496.0
1148,857,1,3,4,2025,5.412,57,3,1,3,49.0,2,24,2.0,151.0,2,91392.0,90454.0,89841.0,89841.0,1,0,5739435.0
1148,859,215,3,4,2025,5.412,57,17,0,0,0.0,2,23,8.0,7.0,0,92165.0,300000.0,300000.0,92165.0,17,0,5803870.0
1148,860,210,3,4,2025,5.412,57,10,0,0,5.0,1,19,18.0,20.0,0,92373.0,300000.0,300000.0,92373.0,20,0,5787029.0
1148,862,214,3,4,2025,5.412,57,15,0,0,0.0,1,22,13.0,6.0,0,91414.0,91245.0,300000.0,91245.0,11,0,5797241.0
1148,863,131,3,4,2025,5.412,57,6,0,0,30.0,0,18,5.0,93.0,0,91415.0,90716.0,90213.0,90213.0,5,0,5787451.0
1148,864,15,3,4,2025,5.412,57,19,0,0,0.0,0,20,16.0,6.0,0,92186.0,300000.0,300000.0,92186.0,18,0,5806307.0
1148,865,215,3,4,2025,5.412,57,8,0,0,4.0,0,20,17.0,7.0,0,91591.0,91271.0,300000.0,91271.0,12,0,5795749.0
1149,1,6,77,5,2025,6.174,50,5,0,105,25.0,17,40,4.0,57.0,0,88372.0,88102.0,88201.0,88102.0,7,0,4905831.0
1149,4,117,77,5,2025,6.174,50,15,0,32,0.0,17,43,17.0,10.0,0,88548.0,88303.0,300000.0,88303.0,13,0,4942675.0
1149,807,15,77,5,2025,6.174,50,20,0,0,6.0,15,37,18.0,6.0,0,88782.0,300000.0,300000.0,88782.0,18,0,4962540.0
1149,830,9,77,5,2025,6.174,50,6,1,64,69.0,10,27,9.0,71.0,1,87778.0,87529.0,87294.0,87294.0,1,0,4869601.0
1149,832,3,77,5,2025,6.174,50,19,0,4,1.0,10,30,12.0,19.0,0,88354.0,88024.0,88164.0,88024.0,6,0,4931388.0
1149,839,210,77,5,2025,6.174,50,8,0,1,14.0,9,28,10.0,20.0,0,89092.0,300000.0,300000.0,89092.0,19,0,4966481.0
1149,840,117,77,5,2025,6.174,50,17,0,0,10.0,8,26,15.0,10.0,0,88645.0,300000.0,300000.0,88645.0,16,0,4962403.0
1149,842,214,77,5,2025,6.174,50,7,0,1,6.0,8,29,14.0,6.0,0,88421.0,88025.0,88367.0,88025.0,9,0,10000000.0
1149,844,6,77,5,2025,6.174,50,4,0,8,32.0,7,27,5.0,78.0,0,88552.0,87866.0,87670.0,87670.0,4,0,4874862.0
1149,846,1,77,5,2025,6.174,50,3,1,5,77.0,6,25,1.0,151.0,3,87805.0,87481.0,300000.0,87481.0,10,0,4875954.0
1149,847,131,77,5,2025,6.174,50,2,0,3,63.0,6,27,11.0,93.0,0,88282.0,87599.0,87407.0,87407.0,3,0,4893994.0
1149,848,3,77,5,2025,6.174,50,12,0,0,18.0,6,29,19.0,25.0,0,88279.0,88109.0,300000.0,88109.0,11,0,4933273.0
1149,852,9,77,5,2025,6.174,50,9,0,0,5.0,4,24,6.0,89.0,1,88226.0,87990.0,88204.0,87990.0,8,0,10000000.0
1149,857,1,77,5,2025,6.174,50,1,2,4,74.0,2,24,3.0,188.0,3,87901.0,87545.0,87304.0,87304.0,2,0,4866758.0
1149,859,215,77,5,2025,6.174,50,16,0,0,0.0,2,23,13.0,7.0,0,88561.0,88191.0,300000.0,88191.0,12,0,4945209.0
1149,860,210,77,5,2025,6.174,50,10,0,0,6.0,1,19,8.0,20.0,0,88536.0,88648.0,300000.0,88536.0,15,0,4945952.0
1149,862,214,77,5,2025,6.174,50,14,0,0,0.0,1,22,7.0,6.0,0,88739.0,300000.0,300000.0,88739.0,17,0,4962497.0
1149,863,131,77,5,2025,6.174,50,11,0,0,30.0,0,18,2.0,111.0,0,88128.0,87798.0,87866.0,87798.0,5,0,4901446.0
1149,864,15,77,5,2025,6.174,50,18,0,0,0.0,0,20,20.0,6.0,0,89462.0,300000.0,300000.0,89462.0,20,0,4963220.0
1149,865,215,77,5,2025,6.174,50,13,0,0,4.0,0,20,16.0,8.0,0,88571.0,88418.0,300000.0,88418.0,14,0,4933849.0
1150,1,6,79,6,2025,5.412,57,7,0,105,31.0,17,40,3.0,78.0,0,87279.0,87006.0,300000.0,87006.0,12,1,5391773.0
1150,4,117,79,6,2025,5.412,57,11,0,32,0.0,17,43,16.0,10.0,0,87604.0,300000.0,300000.0,87604.0,17,1,5426191.0
1150,807,15,79,6,2025,5.412,57,15,0,0,6.0,15,37,18.0,6.0,0,87473.0,300000.0,300000.0,87473.0,16,1,5426060.0
1150,830,9,79,6,2025,5.412,57,2,1,64,87.0,10,27,19.0,89.0,1,86870.0,86643.0,86204.0,86204.0,1,1,5371543.0
1150,832,3,79,6,2025,5.412,57,8,0,4,5.0,10,30,9.0,25.0,0,87098.0,86847.0,86569.0,86569.0,6,1,5392164.0
1150,839,210,79,6,2025,5.412,57,14,0,1,14.0,9,28,13.0,20.0,0,87450.0,86967.0,86824.0,86824.0,9,1,5413593.0
1150,840,117,79,6,2025,5.412,57,16,0,0,10.0,8,26,11.0,14.0,0,87830.0,300000.0,300000.0,87830.0,18,1,5426417.0
1150,842,214,79,6,2025,5.412,57,20,0,1,6.0,8,29,17.0,6.0,0,87710.0,300000.0,300000.0,87710.0,20,1,5422032.0
1150,844,6,79,6,2025,5.412,57,3,0,8,47.0,7,27,7.0,94.0,0,87417.0,86948.0,86754.0,86754.0,8,1,5388623.0
1150,846,1,79,6,2025,5.412,57,4,1,5,89.0,6,25,1.0,188.0,4,86955.0,86499.0,86269.0,86269.0,2,1,5336217.0
1150,847,131,79,6,2025,5.412,57,5,0,3,73.0,6,27,6.0,111.0,0,87014.0,86575.0,86385.0,86385.0,5,1,5369231.0
1150,848,3,79,6,2025,5.412,57,9,0,0,20.0,6,29,8.0,37.0,0,87042.0,86855.0,86682.0,86682.0,7,1,5379654.0
1150,852,9,79,6,2025,5.412,57,19,0,0,5.0,4,24,2.0,105.0,1,87298.0,86959.0,86943.0,86943.0,10,1,5406021.0
1150,857,1,79,6,2025,5.412,57,1,3,5,99.0,2,24,4.0,246.0,4,87006.0,86269.0,86375.0,86269.0,4,1,5331587.0
1150,859,215,79,6,2025,5.412,57,12,0,0,0.0,2,23,10.0,8.0,0,87444.0,87363.0,300000.0,87363.0,15,1,10000000.0
1150,860,210,79,6,2025,5.412,57,13,0,0,6.0,1,19,14.0,20.0,0,87999.0,300000.0,300000.0,87999.0,19,1,10000000.0
1150,862,214,79,6,2025,5.412,57,17,0,0,0.0,1,22,20.0,7.0,0,87422.0,87186.0,300000.0,87186.0,14,1,10000000.0
1150,863,131,79,6,2025,5.412,57,6,0,0,38.0,0,18,5.0,141.0,0,87077.0,86606.0,86271.0,86271.0,3,1,5387089.0
1150,864,15,79,6,2025,5.412,57,18,0,0,0.0,0,20,15.0,6.0,0,87343.0,87151.0,300000.0,87151.0,13,1,10000000.0
1150,865,215,79,6,2025,5.412,57,10,0,0,5.0,0,20,12.0,8.0,0,87301.0,86987.0,300000.0,86987.0,11,1,5406189.0
1151,1,6,21,7,2025,4.909,63,8,0,105,41.0,17,40,7.0,94.0,0,76163.0,75765.0,300000.0,75765.0,12,0,5507555.0
1151,4,117,21,7,2025,4.909,63,15,0,32,0.0,17,43,16.0,14.0,0,75695.0,75442.0,75431.0,75431.0,5,0,5520449.0
1151,807,15,21,7,2025,4.909,63,14,0,0,6.0,15,37,18.0,6.0,0,76518.0,300000.0,300000.0,76518.0,17,0,5523495.0
1151,830,9,21,7,2025,4.909,63,4,1,64,99.0,10,27,10.0,105.0,1,75175.0,75394.0,74704.0,74704.0,2,0,5493199.0
1151,832,3,21,7,2025,4.909,63,9,0,4,7.0,10,30,5.0,37.0,0,75987.0,75198.0,75432.0,75198.0,6,0,5516097.0
1151,839,210,21,7,2025,4.909,63,12,0,1,14.0,9,28,19.0,20.0,0,76613.0,300000.0,300000.0,76613.0,18,0,10000000.0
1151,840,117,21,7,2025,4.909,63,16,0,0,14.0,8,26,15.0,14.0,0,75817.0,75497.0,75581.0,75497.0,8,0,5526192.0
1151,842,214,21,7,2025,4.909,63,13,0,1,7.0,8,29,20.0,7.0,0,75937.0,75505.0,75787.0,75505.0,10,0,5524623.0
1151,844,6,21,7,2025,4.909,63,7,0,8,53.0,7,27,8.0,114.0,0,76108.0,75604.0,300000.0,75604.0,11,0,5513973.0
1151,846,1,21,7,2025,4.909,63,2,1,5,115.0,6,25,1.0,246.0,5,75894.0,74962.0,300000.0,74962.0,4,0,5499308.0
1151,847,131,21,7,2025,4.909,63,3,0,3,93.0,6,27,6.0,141.0,0,75852.0,75334.0,74807.0,74807.0,3,0,5515233.0
